ID,ID_APLICACIO,"APLICACIO",EXERCICI,ID_MES,"ANY_MES",ANY_MES_DATA,ORG_COD_AREA_ORGANIC,"ORG_AREA_ORGANIC","ORG_COD_ORGANIC","ORG_ORGANIC","FUN_COD_AREA_DESPESA","FUN_AREA_DESPESA","FUN_COD_POLITICA_DESPESA","FUN_POLITICA_DESPESA","FUN_COD_GRUP_PROGRAMA","FUN_GRUP_PROGRAMA","FUN_COD_PROGRAMA","FUN_PROGRAMA","FUN_COD_SUB_PROGRAMA","FUN_SUB_PROGRAMA","ECO_COD_CAPITOL","ECO_CAPITOL","ECO_COD_ARTICLE","ECO_ARTICLE","ECO_COD_CONCEPTE","ECO_CONCEPTE","ECO_COD_SUB_CONCEPTE","ECO_SUB_CONCEPTE","ECO_COD_SUB_CONCEPTE_DETALL","ECO_SUB_CONCEPTE_DETALL",CREDIT_INICIAL,CREDIT_TOTAL,IMPORT_OPERACIO_FASE_A,IMPORT_OPERACIO_ANUAL_FASE_A,PORC_DESPESA_ANY_MES_FASE_A,IMPORT_OPERACIO_FASE_D,IMPORT_OPERACIO_ANUAL_FASE_D,PORC_DESPESA_ANY_MES_FASE_D,IMPORT_OPERACIO_FASE_O,IMPORT_OPERACIO_ANUAL_FASE_O,PORC_DESPESA_ANY_MES_FASE_O,"CODI_ENS","NOM_ENS"
"20144111","1","2014 00 1551 60912","2014","2014411","2014-11","2014/11/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60912","OBRAS DE INVERSIONES","6091200","No té Sub-Concepte Detallat","0.00","2963.94","0.00","365.47","0.00","0.00","365.47","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20144121","1","2014 00 1551 60912","2014","2014412","2014-12","2014/12/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60912","OBRAS DE INVERSIONES","6091200","No té Sub-Concepte Detallat","0.00","2963.94","0.00","365.47","0.00","0.00","365.47","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20141012","2","2014 00 1551 60922","2014","2014101","2014-01","2014/01/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","0.00","1038.51","0.00","0.00","1038.51","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20141022","2","2014 00 1551 60922","2014","2014102","2014-02","2014/02/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","0.00","1038.51","0.00","0.00","1038.51","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20141032","2","2014 00 1551 60922","2014","2014103","2014-03","2014/03/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","1038.51","1038.51","100.00","1038.51","1038.51","100.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20142042","2","2014 00 1551 60922","2014","2014204","2014-04","2014/04/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","0.00","1038.51","0.00","0.00","1038.51","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20142052","2","2014 00 1551 60922","2014","2014205","2014-05","2014/05/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","0.00","1038.51","0.00","0.00","1038.51","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20142062","2","2014 00 1551 60922","2014","2014206","2014-06","2014/06/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","0.00","1038.51","0.00","0.00","1038.51","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20143072","2","2014 00 1551 60922","2014","2014307","2014-07","2014/07/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","0.00","1038.51","0.00","0.00","1038.51","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20143082","2","2014 00 1551 60922","2014","2014308","2014-08","2014/08/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","0.00","1038.51","0.00","0.00","1038.51","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20143092","2","2014 00 1551 60922","2014","2014309","2014-09","2014/09/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","0.00","1038.51","0.00","0.00","1038.51","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20144102","2","2014 00 1551 60922","2014","2014410","2014-10","2014/10/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","0.00","1038.51","0.00","0.00","1038.51","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20144112","2","2014 00 1551 60922","2014","2014411","2014-11","2014/11/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","0.00","1038.51","0.00","0.00","1038.51","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20144122","2","2014 00 1551 60922","2014","2014412","2014-12","2014/12/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60922","OBRAS DE INVERSIONES","6092200","No té Sub-Concepte Detallat","0.00","1038.51","0.00","1038.51","0.00","0.00","1038.51","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"20141013","3","2014 02 1551 60951","2014","2014101","2014-01","2014/01/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","0.00","28306.67","0.00","0.00","28306.67","0.00","0.00","28306.67","0.00","818460009","Ajuntament de Rubí"
"20141023","3","2014 02 1551 60951","2014","2014102","2014-02","2014/02/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","0.00","28306.67","0.00","0.00","28306.67","0.00","0.00","28306.67","0.00","818460009","Ajuntament de Rubí"
"20141033","3","2014 02 1551 60951","2014","2014103","2014-03","2014/03/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","0.00","28306.67","0.00","0.00","28306.67","0.00","0.00","28306.67","0.00","818460009","Ajuntament de Rubí"
"20142043","3","2014 02 1551 60951","2014","2014204","2014-04","2014/04/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","0.00","28306.67","0.00","0.00","28306.67","0.00","0.00","28306.67","0.00","818460009","Ajuntament de Rubí"
"20142053","3","2014 02 1551 60951","2014","2014205","2014-05","2014/05/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","28306.67","28306.67","100.00","28306.67","28306.67","100.00","28306.67","28306.67","100.00","818460009","Ajuntament de Rubí"
"20142063","3","2014 02 1551 60951","2014","2014206","2014-06","2014/06/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","0.00","28306.67","0.00","0.00","28306.67","0.00","0.00","28306.67","0.00","818460009","Ajuntament de Rubí"
"20143073","3","2014 02 1551 60951","2014","2014307","2014-07","2014/07/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","0.00","28306.67","0.00","0.00","28306.67","0.00","0.00","28306.67","0.00","818460009","Ajuntament de Rubí"
"20143083","3","2014 02 1551 60951","2014","2014308","2014-08","2014/08/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","0.00","28306.67","0.00","0.00","28306.67","0.00","0.00","28306.67","0.00","818460009","Ajuntament de Rubí"
"20143093","3","2014 02 1551 60951","2014","2014309","2014-09","2014/09/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","0.00","28306.67","0.00","0.00","28306.67","0.00","0.00","28306.67","0.00","818460009","Ajuntament de Rubí"
"20144103","3","2014 02 1551 60951","2014","2014410","2014-10","2014/10/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","0.00","28306.67","0.00","0.00","28306.67","0.00","0.00","28306.67","0.00","818460009","Ajuntament de Rubí"
"20144113","3","2014 02 1551 60951","2014","2014411","2014-11","2014/11/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","0.00","28306.67","0.00","0.00","28306.67","0.00","0.00","28306.67","0.00","818460009","Ajuntament de Rubí"
"20144123","3","2014 02 1551 60951","2014","2014412","2014-12","2014/12/01 00:00:00.000",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1551","ESPAI PÚBLIC I MOBILITAT","1551A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60951","OBRAS DE INVERSIONES","6095100","No té Sub-Concepte Detallat","0.00","108991.39","0.00","28306.67","0.00","0.00","28306.67","0.00","0.00","28306.67","0.00","818460009","Ajuntament de Rubí"
